benchmark	mode	entries	miss_ns	plain_us	runtime_us	abs_overhead_us	abs_overhead_pct	proj_overhead_us	proj_overhead_pct	iommu_checks	iotlb_hits	iotlb_misses	iotlb_hit_rate_pct	smid_requests	smid_validations
gemm	plain	-	-	443542.174	443542.174	0.000	0.000%	-	-	-	-	-	-	0	0
gemm	aia-kd	-	-	443542.174	443619.956	77.782	0.018%	4393.245	0.990%	-	-	-	-	538884	25
gemm	iommu_e8_m100ns	8	100	443542.174	447369.783	3827.609	0.863%	9902.780	2.233%	1127627	1049591	78036	93.0796%	0	0
gemm	iommu_e8_m250ns	8	250	443542.174	453321.189	9779.015	2.205%	21608.200	4.872%	1127627	1049591	78036	93.0796%	0	0
gemm	iommu_e8_m500ns	8	500	443542.174	464034.505	20492.331	4.620%	41117.200	9.270%	1127627	1049591	78036	93.0796%	0	0
gemm	iommu_e8_m1000ns	8	1000	443542.174	482499.493	38957.319	8.783%	80135.200	18.067%	1127625	1049589	78036	93.0796%	0	0
gemm	iommu_e16_m100ns	16	100	443542.174	443690.029	147.855	0.033%	2348.070	0.529%	1078484	1076534	1950	99.8192%	0	0
gemm	iommu_e16_m250ns	16	250	443542.174	444398.616	856.442	0.193%	2640.570	0.595%	1078484	1076534	1950	99.8192%	0	0
gemm	iommu_e16_m500ns	16	500	443542.174	443040.856	-501.318	-0.113%	3128.070	0.705%	1078484	1076534	1950	99.8192%	0	0
gemm	iommu_e16_m1000ns	16	1000	443542.174	446058.668	2516.494	0.567%	4103.060	0.925%	1078482	1076532	1950	99.8192%	0	0
gemm	iommu_e32_m100ns	32	100	443542.174	442523.896	-1018.278	-0.230%	2160.730	0.487%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e32_m250ns	32	250	443542.174	443497.126	-45.048	-0.010%	2168.230	0.489%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e32_m500ns	32	500	443542.174	443691.772	149.598	0.034%	2180.730	0.492%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e32_m1000ns	32	1000	443542.174	443347.452	-194.722	-0.044%	2205.730	0.497%	1077914	1077864	50	99.9954%	0	0
gemm	iommu_e64_m100ns	64	100	443542.174	442523.896	-1018.278	-0.230%	2160.730	0.487%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e64_m250ns	64	250	443542.174	443497.126	-45.048	-0.010%	2168.230	0.489%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e64_m500ns	64	500	443542.174	443691.772	149.598	0.034%	2180.730	0.492%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e64_m1000ns	64	1000	443542.174	443347.452	-194.722	-0.044%	2205.730	0.497%	1077914	1077864	50	99.9954%	0	0
gemm	iommu_e256_m100ns	256	100	443542.174	442523.896	-1018.278	-0.230%	2160.730	0.487%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e256_m250ns	256	250	443542.174	443497.126	-45.048	-0.010%	2168.230	0.489%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e256_m500ns	256	500	443542.174	443691.772	149.598	0.034%	2180.730	0.492%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e256_m1000ns	256	1000	443542.174	443347.452	-194.722	-0.044%	2205.730	0.497%	1077914	1077864	50	99.9954%	0	0
gemm	iommu_e2048_m100ns	2048	100	443542.174	442523.896	-1018.278	-0.230%	2160.730	0.487%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e2048_m250ns	2048	250	443542.174	443497.126	-45.048	-0.010%	2168.230	0.489%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e2048_m500ns	2048	500	443542.174	443691.772	149.598	0.034%	2180.730	0.492%	1077916	1077866	50	99.9954%	0	0
gemm	iommu_e2048_m1000ns	2048	1000	443542.174	443347.452	-194.722	-0.044%	2205.730	0.497%	1077914	1077864	50	99.9954%	0	0
lenet_a	plain	-	-	16233.197	16233.197	0.000	0.000%	-	-	-	-	-	-	0	0
lenet_a	aia-kd	-	-	16233.197	16532.882	299.685	1.846%	677.727	4.175%	-	-	-	-	963239	77
lenet_a	iommu_e8_m100ns	8	100	16233.197	16895.460	662.263	4.080%	12055.766	74.266%	5093105	5074028	19077	99.6254%	0	0
lenet_a	iommu_e8_m250ns	8	250	16233.197	17888.006	1654.809	10.194%	14917.724	91.896%	5093315	5074238	19077	99.6255%	0	0
lenet_a	iommu_e8_m500ns	8	500	16233.197	19543.405	3310.208	20.392%	19686.960	121.276%	5093305	5074228	19077	99.6254%	0	0
lenet_a	iommu_e8_m1000ns	8	1000	16233.197	22854.550	6621.353	40.789%	29225.450	180.035%	5093303	5074226	19077	99.6254%	0	0
lenet_a	iommu_e16_m100ns	16	100	16233.197	16812.391	579.194	3.568%	11891.626	73.255%	5092429	5075013	17416	99.6580%	0	0
lenet_a	iommu_e16_m250ns	16	250	16233.197	17681.059	1447.862	8.919%	14504.434	89.350%	5092639	5075223	17416	99.6580%	0	0
lenet_a	iommu_e16_m500ns	16	500	16233.197	19128.240	2895.043	17.834%	18858.420	116.172%	5092629	5075213	17416	99.6580%	0	0
lenet_a	iommu_e16_m1000ns	16	1000	16233.197	22023.110	5789.913	35.667%	27566.420	169.815%	5092627	5075211	17416	99.6580%	0	0
lenet_a	iommu_e32_m100ns	32	100	16233.197	16812.391	579.194	3.568%	11891.626	73.255%	5092429	5075013	17416	99.6580%	0	0
lenet_a	iommu_e32_m250ns	32	250	16233.197	17681.059	1447.862	8.919%	14504.434	89.350%	5092639	5075223	17416	99.6580%	0	0
lenet_a	iommu_e32_m500ns	32	500	16233.197	19128.240	2895.043	17.834%	18858.420	116.172%	5092629	5075213	17416	99.6580%	0	0
lenet_a	iommu_e32_m1000ns	32	1000	16233.197	22023.110	5789.913	35.667%	27566.420	169.815%	5092627	5075211	17416	99.6580%	0	0
lenet_a	iommu_e64_m100ns	64	100	16233.197	16240.983	7.786	0.048%	10198.066	62.822%	5085559	5085284	275	99.9946%	0	0
lenet_a	iommu_e64_m250ns	64	250	16233.197	16252.857	19.660	0.121%	10239.324	63.076%	5085562	5085287	275	99.9946%	0	0
lenet_a	iommu_e64_m500ns	64	500	16233.197	16270.837	37.640	0.232%	10308.050	63.500%	5085544	5085269	275	99.9946%	0	0
lenet_a	iommu_e64_m1000ns	64	1000	16233.197	16309.717	76.520	0.471%	10445.550	64.347%	5085544	5085269	275	99.9946%	0	0
lenet_a	iommu_e256_m100ns	256	100	16233.197	16240.983	7.786	0.048%	10198.066	62.822%	5085559	5085284	275	99.9946%	0	0
lenet_a	iommu_e256_m250ns	256	250	16233.197	16252.857	19.660	0.121%	10239.324	63.076%	5085562	5085287	275	99.9946%	0	0
lenet_a	iommu_e256_m500ns	256	500	16233.197	16270.837	37.640	0.232%	10308.050	63.500%	5085544	5085269	275	99.9946%	0	0
lenet_a	iommu_e256_m1000ns	256	1000	16233.197	16309.717	76.520	0.471%	10445.550	64.347%	5085544	5085269	275	99.9946%	0	0
lenet_a	iommu_e2048_m100ns	2048	100	16233.197	16240.983	7.786	0.048%	10198.066	62.822%	5085559	5085284	275	99.9946%	0	0
lenet_a	iommu_e2048_m250ns	2048	250	16233.197	16252.857	19.660	0.121%	10239.324	63.076%	5085562	5085287	275	99.9946%	0	0
lenet_a	iommu_e2048_m500ns	2048	500	16233.197	16270.837	37.640	0.232%	10308.050	63.500%	5085544	5085269	275	99.9946%	0	0
lenet_a	iommu_e2048_m1000ns	2048	1000	16233.197	16309.717	76.520	0.471%	10445.550	64.347%	5085544	5085269	275	99.9946%	0	0
lenet_b	plain	-	-	12300.043	12300.043	0.000	0.000%	-	-	-	-	-	-	0	0
lenet_b	aia-kd	-	-	12300.043	12301.793	1.750	0.014%	767.562	6.240%	-	-	-	-	948965	77
lenet_b	iommu_e8_m100ns	8	100	12300.043	13706.845	1406.802	11.437%	29848.990	242.674%	9037979	8917846	120133	98.6708%	0	0
lenet_b	iommu_e8_m250ns	8	250	12300.043	15958.567	3658.524	29.744%	47741.790	388.143%	9046945	8927397	119548	98.6786%	0	0
lenet_b	iommu_e8_m500ns	8	500	12300.043	19739.079	7439.036	60.480%	77926.870	633.550%	9047333	8927188	120145	98.6720%	0	0
lenet_b	iommu_e8_m1000ns	8	1000	12300.043	27278.510	14978.467	121.776%	137999.320	1121.942%	9047333	8927188	120145	98.6720%	0	0
lenet_b	iommu_e16_m100ns	16	100	12300.043	12888.511	588.468	4.784%	20423.058	166.041%	9032152	9008083	24069	99.7335%	0	0
lenet_b	iommu_e16_m250ns	16	250	12300.043	13773.317	1473.274	11.978%	24034.300	195.400%	9032593	9008524	24069	99.7335%	0	0
lenet_b	iommu_e16_m500ns	16	500	12300.043	15252.181	2952.138	24.001%	30052.440	244.328%	9033035	9008966	24069	99.7335%	0	0
lenet_b	iommu_e16_m1000ns	16	1000	12300.043	18205.273	5905.230	48.010%	42086.940	342.169%	9033035	9008966	24069	99.7335%	0	0
lenet_b	iommu_e32_m100ns	32	100	12300.043	12862.374	562.331	4.572%	20324.034	165.235%	9031831	9008766	23065	99.7446%	0	0
lenet_b	iommu_e32_m250ns	32	250	12300.043	13712.843	1412.800	11.486%	23785.380	193.376%	9032629	9009564	23065	99.7446%	0	0
lenet_b	iommu_e32_m500ns	32	500	12300.043	15128.868	2828.825	22.998%	29550.630	240.248%	9032122	9009057	23065	99.7446%	0	0
lenet_b	iommu_e32_m1000ns	32	1000	12300.043	17961.654	5661.611	46.029%	41083.130	334.008%	9032122	9009057	23065	99.7446%	0	0
lenet_b	iommu_e64_m100ns	64	100	12300.043	12306.340	6.297	0.051%	18117.224	147.294%	9022696	9021963	733	99.9919%	0	0
lenet_b	iommu_e64_m250ns	64	250	12300.043	12318.180	18.137	0.147%	18227.800	148.193%	9023013	9022280	733	99.9919%	0	0
lenet_b	iommu_e64_m500ns	64	500	12300.043	12338.273	38.230	0.311%	18410.060	149.675%	9022511	9021778	733	99.9919%	0	0
lenet_b	iommu_e64_m1000ns	64	1000	12300.043	12377.826	77.783	0.632%	18776.560	152.654%	9022511	9021778	733	99.9919%	0	0
lenet_b	iommu_e256_m100ns	256	100	12300.043	12306.340	6.297	0.051%	18117.124	147.293%	9022696	9021964	732	99.9919%	0	0
lenet_b	iommu_e256_m250ns	256	250	12300.043	12317.365	17.322	0.141%	18227.550	148.191%	9023013	9022281	732	99.9919%	0	0
lenet_b	iommu_e256_m500ns	256	500	12300.043	12337.857	37.814	0.307%	18409.570	149.671%	9022511	9021779	732	99.9919%	0	0
lenet_b	iommu_e256_m1000ns	256	1000	12300.043	12376.279	76.236	0.620%	18775.570	152.646%	9022511	9021779	732	99.9919%	0	0
lenet_b	iommu_e2048_m100ns	2048	100	12300.043	12306.340	6.297	0.051%	18117.124	147.293%	9022696	9021964	732	99.9919%	0	0
lenet_b	iommu_e2048_m250ns	2048	250	12300.043	12317.365	17.322	0.141%	18227.550	148.191%	9023013	9022281	732	99.9919%	0	0
lenet_b	iommu_e2048_m500ns	2048	500	12300.043	12337.857	37.814	0.307%	18409.570	149.671%	9022511	9021779	732	99.9919%	0	0
lenet_b	iommu_e2048_m1000ns	2048	1000	12300.043	12376.279	76.236	0.620%	18775.570	152.646%	9022511	9021779	732	99.9919%	0	0
lenet_c	plain	-	-	14916.211	14916.211	0.000	0.000%	-	-	-	-	-	-	0	0
lenet_c	aia-kd	-	-	14916.211	15179.398	263.187	1.764%	660.993	4.431%	-	-	-	-	2069603	63
lenet_c	iommu_e8_m100ns	8	100	14916.211	15274.360	358.149	2.401%	50150.550	336.215%	23607529	23577575	29954	99.8731%	0	0
lenet_c	iommu_e8_m250ns	8	250	14916.211	15877.836	961.625	6.447%	54544.720	365.674%	23563775	23533867	29908	99.8731%	0	0
lenet_c	iommu_e8_m500ns	8	500	14916.211	17788.175	2871.964	19.254%	62132.130	416.541%	23607516	23577562	29954	99.8731%	0	0
lenet_c	iommu_e8_m1000ns	8	1000	14916.211	20930.574	6014.363	40.321%	77109.020	516.948%	23607516	23577562	29954	99.8731%	0	0
lenet_c	iommu_e16_m100ns	16	100	14916.211	15298.316	382.105	2.562%	49944.930	334.837%	23614139	23586418	27721	99.8826%	0	0
lenet_c	iommu_e16_m250ns	16	250	14916.211	15788.133	871.922	5.845%	54004.110	362.050%	23570361	23542686	27675	99.8826%	0	0
lenet_c	iommu_e16_m500ns	16	500	14916.211	17513.616	2597.405	17.413%	61033.310	409.174%	23614126	23586405	27721	99.8826%	0	0
lenet_c	iommu_e16_m1000ns	16	1000	14916.211	20281.692	5365.481	35.971%	74893.810	502.097%	23614126	23586405	27721	99.8826%	0	0
lenet_c	iommu_e32_m100ns	32	100	14916.211	15298.316	382.105	2.562%	49944.930	334.837%	23614139	23586418	27721	99.8826%	0	0
lenet_c	iommu_e32_m250ns	32	250	14916.211	15788.133	871.922	5.845%	54004.110	362.050%	23570361	23542686	27675	99.8826%	0	0
lenet_c	iommu_e32_m500ns	32	500	14916.211	17513.616	2597.405	17.413%	61033.310	409.174%	23614126	23586405	27721	99.8826%	0	0
lenet_c	iommu_e32_m1000ns	32	1000	14916.211	20281.692	5365.481	35.971%	74893.810	502.097%	23614126	23586405	27721	99.8826%	0	0
lenet_c	iommu_e64_m100ns	64	100	14916.211	14868.056	-48.155	-0.323%	47263.540	316.860%	23614574	23614223	351	99.9985%	0	0
lenet_c	iommu_e64_m250ns	64	250	14916.211	14872.101	-44.110	-0.296%	47314.020	317.199%	23613491	23613140	351	99.9985%	0	0
lenet_c	iommu_e64_m500ns	64	500	14916.211	14892.830	-23.381	-0.157%	47403.920	317.801%	23614561	23614210	351	99.9985%	0	0
lenet_c	iommu_e64_m1000ns	64	1000	14916.211	14923.973	7.762	0.052%	47579.420	318.978%	23614561	23614210	351	99.9985%	0	0
lenet_c	iommu_e256_m100ns	256	100	14916.211	14868.056	-48.155	-0.323%	47263.540	316.860%	23614574	23614223	351	99.9985%	0	0
lenet_c	iommu_e256_m250ns	256	250	14916.211	14872.101	-44.110	-0.296%	47314.020	317.199%	23613491	23613140	351	99.9985%	0	0
lenet_c	iommu_e256_m500ns	256	500	14916.211	14892.830	-23.381	-0.157%	47403.920	317.801%	23614561	23614210	351	99.9985%	0	0
lenet_c	iommu_e256_m1000ns	256	1000	14916.211	14923.973	7.762	0.052%	47579.420	318.978%	23614561	23614210	351	99.9985%	0	0
lenet_c	iommu_e2048_m100ns	2048	100	14916.211	14868.056	-48.155	-0.323%	47263.540	316.860%	23614574	23614223	351	99.9985%	0	0
lenet_c	iommu_e2048_m250ns	2048	250	14916.211	14872.101	-44.110	-0.296%	47314.020	317.199%	23613491	23613140	351	99.9985%	0	0
lenet_c	iommu_e2048_m500ns	2048	500	14916.211	14892.830	-23.381	-0.157%	47403.920	317.801%	23614561	23614210	351	99.9985%	0	0
lenet_c	iommu_e2048_m1000ns	2048	1000	14916.211	14923.973	7.762	0.052%	47579.420	318.978%	23614561	23614210	351	99.9985%	0	0
md_grid	plain	-	-	5283.146	5283.146	0.000	0.000%	-	-	-	-	-	-	0	0
md_grid	aia-kd	-	-	5283.146	5332.789	49.643	0.940%	225.909	4.276%	-	-	-	-	119567	8
md_grid	iommu_e8_m100ns	8	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e8_m250ns	8	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e8_m500ns	8	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e8_m1000ns	8	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e16_m100ns	16	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e16_m250ns	16	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e16_m500ns	16	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e16_m1000ns	16	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e32_m100ns	32	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e32_m250ns	32	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e32_m500ns	32	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e32_m1000ns	32	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e64_m100ns	64	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e64_m250ns	64	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e64_m500ns	64	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e64_m1000ns	64	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e256_m100ns	256	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e256_m250ns	256	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e256_m500ns	256	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e256_m1000ns	256	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e2048_m100ns	2048	100	5283.146	5284.647	1.501	0.028%	478.506	9.057%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e2048_m250ns	2048	250	5283.146	5286.199	3.053	0.058%	480.906	9.103%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e2048_m500ns	2048	500	5283.146	5288.141	4.995	0.095%	484.906	9.178%	238469	238453	16	99.9933%	0	0
md_grid	iommu_e2048_m1000ns	2048	1000	5283.146	5291.765	8.619	0.163%	492.906	9.330%	238469	238453	16	99.9933%	0	0
md_knn	plain	-	-	4457.003	4457.003	0.000	0.000%	-	-	-	-	-	-	0	0
md_knn	aia-kd	-	-	4457.003	4503.718	46.715	1.048%	108.771	2.440%	-	-	-	-	23127	8
md_knn	iommu_e8_m100ns	8	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
md_knn	iommu_e8_m250ns	8	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e8_m500ns	8	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e8_m1000ns	8	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
md_knn	iommu_e16_m100ns	16	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
md_knn	iommu_e16_m250ns	16	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e16_m500ns	16	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e16_m1000ns	16	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
md_knn	iommu_e32_m100ns	32	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
md_knn	iommu_e32_m250ns	32	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e32_m500ns	32	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e32_m1000ns	32	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
md_knn	iommu_e64_m100ns	64	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
md_knn	iommu_e64_m250ns	64	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e64_m500ns	64	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e64_m1000ns	64	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
md_knn	iommu_e256_m100ns	256	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
